Tab. 102 Obce České republiky k 1. 1. 2019;;;;;;;;;;;;;;Souhrn
;;;;;;;;;;;;;;
"Kód
okresu";"Kód
SOORP";Název obce;"Kód
obce";Typ obce;"Správní obvod obce
s rozšířenou působností";"Počet
částí
obce";"Počet
katas-
trů";"Katastr.
výměra
v ha";Počet obyvatel;;;Počet dokončených bytů;;Stavební úřad
;;;;;;;;;celkem;"ve věku
0 - 14 let";"ve věku
65 a více let";2009-2013;2014-2018;
CZ0521;5205;Divec;569941;obec;Hradec Králové;1;1;351;236;46;37;10;7;Černilov
CZ0521;5205;Dobřenice;569968;obec;Hradec Králové;1;1;744;574;105;111;9;5;Hradec Králové
CZ0521;5205;Dohalice;569976;obec;Hradec Králové;2;2;445;472;75;70;4;2;Hradec Králové
CZ0521;5205;Dolní Přím;569984;obec;Hradec Králové;5;3;1 084;688;119;123;18;26;Nechanice
CZ0521;5205;Habřina;569992;obec;Hradec Králové;1;1;609;298;52;57;3;3;Smiřice
CZ0521;5212;Hlušice;570001;obec;Nový Bydžov;2;2;1 112;740;104;138;8;7;Nový Bydžov
CZ0521;5205;Hněvčeves;570010;obec;Hradec Králové;1;1;268;163;24;30;3;0;Hradec Králové
CZ0521;5205;Holohlavy;570028;obec;Hradec Králové;1;1;590;940;169;149;48;20;Smiřice
CZ0521;5205;Hořiněves;570044;obec;Hradec Králové;4;4;1 267;693;110;138;14;4;Smiřice
CZ0521;5205;HRADEC KRÁLOVÉ;569810;statutarní město;Hradec Králové;21;21;10 569;92 742;13 918;21 939;1 233;1 134;Hradec Králové
CZ0521;5205;Hrádek;570052;obec;Hradec Králové;1;1;276;186;18;39;0;1;Nechanice
CZ0521;5212;Humburky;570087;obec;Nový Bydžov;1;1;259;406;83;69;26;4;Nový Bydžov
CZ0521;5205;Hvozdnice;573621;obec;Hradec Králové;1;1;215;222;43;39;3;9;Hradec Králové
CZ0521;5205;Chlumec nad Cidlinou;570109;město;Hradec Králové;7;3;2 144;5 462;854;1 159;99;54;Chlumec nad Cidlinou
CZ0521;5205;Chudeřice;570125;obec;Hradec Králové;1;1;216;259;58;33;7;7;Chlumec nad Cidlinou
CZ0521;5205;Jeníkovice;570133;obec;Hradec Králové;1;1;740;465;85;82;7;3;Třebechovice p. Oreb.
CZ0521;5205;Jílovice;576352;obec;Hradec Králové;1;1;365;303;51;46;10;6;Opočno
CZ0521;5205;Káranice;570150;obec;Hradec Králové;1;1;300;214;40;31;6;0;Chlumec nad Cidlinou
CZ0521;5205;Klamoš;570168;obec;Hradec Králové;2;2;1 384;384;44;107;11;3;Chlumec nad Cidlinou
CZ0521;5212;Kobylice;573710;obec;Nový Bydžov;1;1;617;264;61;34;9;7;Nový Bydžov
CZ0521;5205;Kosice;570176;obec;Hradec Králové;1;1;783;343;46;57;10;9;Chlumec nad Cidlinou
CZ0521;5205;Kosičky;570184;obec;Hradec Králové;1;1;784;340;51;73;2;3;Chlumec nad Cidlinou
CZ0521;5212;Králíky;570192;obec;Nový Bydžov;4;3;970;391;53;61;1;7;Nový Bydžov
CZ0521;5205;Kratonohy;570206;obec;Hradec Králové;2;2;1 134;585;100;121;8;11;Hradec Králové
CZ0521;5205;Kunčice;570214;obec;Hradec Králové;1;1;592;358;78;64;15;14;Nechanice
CZ0521;5205;Ledce;576433;obec;Hradec Králové;3;2;1 025;356;54;65;10;5;Opočno
CZ0521;5205;Lejšovka;570222;obec;Hradec Králové;1;1;311;219;38;37;2;8;Černilov
CZ0521;5205;Lhota pod Libčany;570231;obec;Hradec Králové;2;2;837;954;178;167;36;17;Hradec Králové
CZ0521;5205;Libčany;570249;obec;Hradec Králové;2;2;506;905;151;156;12;9;Hradec Králové
CZ0521;5205;Libníkovice;570257;obec;Hradec Králové;3;1;321;167;30;38;3;3;Černilov
CZ0521;5205;Librantice;570265;obec;Hradec Králové;1;1;652;587;110;68;19;25;Černilov
CZ0521;5205;Libřice;570273;obec;Hradec Králové;1;1;484;296;40;59;2;7;Černilov
CZ0521;5205;Lišice;570290;obec;Hradec Králové;1;1;641;159;20;52;2;1;Chlumec nad Cidlinou
CZ0521;5205;Lodín;570303;obec;Hradec Králové;2;1;770;413;77;66;12;9;Nechanice
CZ0521;5205;Lochenice;570311;obec;Hradec Králové;1;1;617;598;96;103;7;11;Hradec Králové
CZ0521;5205;Lovčice;570320;obec;Hradec Králové;1;1;1 025;702;106;151;7;10;Chlumec nad Cidlinou
CZ0521;5205;Lužany;570354;obec;Hradec Králové;1;1;336;129;12;32;2;0;Smiřice
CZ0521;5212;Lužec nad Cidlinou;570362;obec;Nový Bydžov;1;1;1 172;501;78;111;2;2;Nový Bydžov
CZ0521;5205;Máslojedy;573779;obec;Hradec Králové;1;1;461;217;39;39;2;2;Hradec Králové
CZ0521;5212;Měník;570397;obec;Nový Bydžov;4;3;960;595;88;118;15;10;Nový Bydžov
CZ0521;5212;Mlékosrby;570401;obec;Nový Bydžov;1;1;582;234;33;59;3;5;Chlumec nad Cidlinou
CZ0521;5205;Mokrovousy;570419;obec;Hradec Králové;1;1;487;378;73;65;7;8;Hradec Králové
CZ0521;5212;Myštěves;570427;obec;Nový Bydžov;1;1;572;171;26;47;2;4;Nový Bydžov
CZ0521;5205;Mžany;570435;obec;Hradec Králové;3;3;788;423;59;76;5;5;Nechanice
CZ0521;5205;Neděliště;570443;obec;Hradec Králové;1;2;584;359;65;68;9;6;Hradec Králové
CZ0521;5205;Nechanice;570451;město;Hradec Králové;8;7;2 799;2 329;378;449;29;40;Nechanice
CZ0521;5212;Nepolisy;570478;obec;Nový Bydžov;3;3;1 354;962;156;177;10;12;Chlumec nad Cidlinou
CZ0521;5205;Nové Město;570494;obec;Hradec Králové;1;1;794;421;70;82;7;5;Chlumec nad Cidlinou
CZ0521;5212;Nový Bydžov;570508;město;Nový Bydžov;8;6;3 527;6 986;1 014;1 472;100;60;Nový Bydžov
CZ0521;5205;Obědovice;548065;obec;Hradec Králové;1;1;388;286;46;67;7;5;Hradec Králové
CZ0521;5212;Ohnišťany;570516;obec;Nový Bydžov;1;1;882;328;46;76;1;2;Nový Bydžov
CZ0521;5205;Olešnice;570524;obec;Hradec Králové;2;2;640;374;81;65;11;9;Chlumec nad Cidlinou
CZ0521;5205;Osice;570532;obec;Hradec Králové;3;3;748;496;93;78;13;17;Hradec Králové
CZ0521;5205;Osičky;570541;obec;Hradec Králové;1;1;332;165;34;23;1;3;Hradec Králové
CZ0521;5212;Petrovice;570567;obec;Nový Bydžov;2;2;992;280;44;57;5;1;Nový Bydžov
CZ0521;5205;Písek;570575;obec;Hradec Králové;1;1;435;260;50;55;11;6;Chlumec nad Cidlinou
CZ0521;5212;Prasek;570648;obec;Nový Bydžov;1;1;627;613;77;117;13;9;Nový Bydžov
CZ0521;5205;Praskačka;570656;obec;Hradec Králové;5;4;1 289;1 081;183;171;13;15;Hradec Králové
CZ0521;5205;Předměřice nad Labem;570672;obec;Hradec Králové;1;1;548;1 902;311;307;25;22;Hradec Králové
CZ0521;5205;Převýšov;570681;obec;Hradec Králové;1;1;439;335;54;69;2;1;Chlumec nad Cidlinou
CZ0521;5205;Pšánky;530671;obec;Hradec Králové;1;1;227;60;7;18;0;3;Nechanice
CZ0521;5205;Puchlovice;573531;obec;Hradec Králové;1;1;252;113;14;35;2;0;Nechanice
CZ0521;5205;Račice nad Trotinou;570702;obec;Hradec Králové;1;1;691;160;29;24;2;0;Smiřice
CZ0521;5205;Radíkovice;570711;obec;Hradec Králové;1;1;384;183;37;31;5;3;Hradec Králové
CZ0521;5205;Radostov;570729;obec;Hradec Králové;1;1;388;128;15;27;3;3;Hradec Králové
CZ0521;5205;Roudnice;570745;obec;Hradec Králové;1;1;1 108;672;125;119;11;12;Hradec Králové
CZ0521;5205;Sadová;573191;obec;Hradec Králové;1;1;206;320;40;90;3;0;Hradec Králové
CZ0521;5205;Sendražice;570796;obec;Hradec Králové;1;1;501;439;79;74;21;8;Smiřice
CZ0521;5205;Skalice;570800;obec;Hradec Králové;3;3;830;618;104;88;14;17;Smiřice
CZ0521;5212;Skřivany;570834;obec;Nový Bydžov;1;1;651;1 041;146;187;14;11;Nový Bydžov
CZ0521;5212;Sloupno;570851;obec;Nový Bydžov;1;1;451;516;79;111;9;3;Nový Bydžov
CZ0521;5212;Smidary;570869;obec;Nový Bydžov;5;5;2 798;1 533;221;352;9;9;Nový Bydžov
CZ0521;5205;Smiřice;570877;město;Hradec Králové;3;2;1 068;2 899;451;552;23;32;Smiřice
CZ0521;5205;Smržov;570885;obec;Hradec Králové;2;2;514;504;87;85;15;18;Smiřice
CZ0521;5205;Sovětice;570907;obec;Hradec Králové;2;2;481;222;44;37;1;3;Hradec Králové
CZ0521;5205;Stará Voda;570915;obec;Hradec Králové;1;1;342;136;18;28;1;3;Chlumec nad Cidlinou
CZ0521;5212;Starý Bydžov;573132;obec;Nový Bydžov;1;1;786;403;53;102;5;5;Nový Bydžov
CZ0521;5205;Stěžery;570931;obec;Hradec Králové;4;3;1 282;2 070;381;347;34;120;Hradec Králové
CZ0521;5205;Stračov;570958;obec;Hradec Králové;2;2;809;296;43;54;5;4;Nechanice
CZ0521;5205;Střezetice;570966;obec;Hradec Králové;2;2;482;397;64;69;9;6;Hradec Králové
CZ0521;5205;Světí;548154;obec;Hradec Králové;1;1;320;328;57;61;7;5;Hradec Králové
CZ0521;5205;Syrovátka;571008;obec;Hradec Králové;1;1;183;429;71;71;7;6;Hradec Králové
CZ0521;5212;Šaplava;571016;obec;Nový Bydžov;1;1;201;118;13;32;0;0;Nový Bydžov
CZ0521;5205;Těchlovice;571024;obec;Hradec Králové;1;1;330;346;50;82;2;4;Hradec Králové
CZ0521;5205;Třebechovice pod Orebem;571041;město;Hradec Králové;5;5;2 101;5 748;937;1 131;90;93;"Třebechovice
     pod Orebem"
CZ0521;5205;Třesovice;571059;obec;Hradec Králové;2;2;473;259;47;43;6;4;Hradec Králové
CZ0521;5205;Urbanice;513717;obec;Hradec Králové;1;1;225;334;53;67;7;7;Hradec Králové
CZ0521;5212;Vinary;571083;obec;Nový Bydžov;4;4;1 079;423;61;100;3;1;Nový Bydžov
CZ0521;5205;Vrchovnice;548057;obec;Hradec Králové;1;1;151;61;5;11;0;1;Smiřice
CZ0521;5205;Všestary;571091;obec;Hradec Králové;6;6;1 620;1 764;308;316;34;41;Hradec Králové
CZ0521;5205;Výrava;571105;obec;Hradec Králové;2;1;845;402;75;60;11;7;Černilov
CZ0521;5205;Vysoká nad Labem;571113;obec;Hradec Králové;1;1;1 532;1 660;365;183;111;81;Hradec Králové
CZ0521;5205;Vysoký Újezd;548677;obec;Hradec Králové;1;1;212;84;11;13;6;2;Třebechovice p. Oreb.
CZ0521;5212;Zachrašťany;571130;obec;Nový Bydžov;1;1;440;240;56;44;1;2;Nový Bydžov
CZ0521;5212;Zdechovice;573744;obec;Nový Bydžov;1;1;543;163;17;32;1;4;Nový Bydžov
CZ0522;5207;Bačalky;553701;obec;Jičín;2;2;570;161;21;38;2;1;Libáň
CZ0522;5204;Bašnice;572667;obec;Hořice;1;1;613;208;32;44;3;1;Hořice
CZ0522;5207;Běchary;572675;obec;Jičín;2;1;879;281;51;46;0;1;Kopidlno
CZ0522;5204;Bílsko u Hořic;548901;obec;Hořice;1;1;205;114;13;31;2;3;Hořice
CZ0522;5204;Boháňka;572705;obec;Hořice;4;3;953;244;39;53;3;3;Hořice
CZ0522;5204;Borek;548979;obec;Hořice;3;3;638;101;15;16;0;1;Miletín
CZ0522;5207;Brada-Rybníček;549100;obec;Jičín;2;1;193;148;16;20;7;6;Jičín
CZ0522;5207;Březina;549070;obec;Jičín;1;1;138;117;22;17;4;1;Jičín
CZ0522;5204;Bříšťany;548855;obec;Hořice;1;1;369;252;43;56;4;1;Hořice
CZ0522;5207;Budčeves;548952;obec;Jičín;2;2;672;159;18;44;0;1;Kopidlno
CZ0522;5207;Bukvice;573353;obec;Jičín;2;1;503;160;31;28;2;2;Jičín
CZ0522;5207;Butoves;549282;obec;Jičín;1;1;167;281;49;35;14;0;Jičín
CZ0522;5207;Bystřice;572772;obec;Jičín;2;2;702;340;50;60;5;7;Libáň
CZ0522;5204;Cerekvice nad Bystřicí;572781;obec;Hořice;3;2;829;790;139;129;12;6;Hořice
CZ0522;5204;Červená Třemešná;548995;obec;Hořice;1;1;656;156;19;31;3;0;Miletín
CZ0522;5207;Češov;572811;obec;Jičín;2;2;874;231;28;59;2;1;Jičín
CZ0522;5207;Dětenice;572829;obec;Jičín;3;3;1 769;713;97;132;4;12;Libáň
CZ0522;5207;Dílce;549118;obec;Jičín;1;1;187;58;20;9;1;0;Jičín
CZ0522;5204;Dobrá Voda u Hořic;572837;obec;Hořice;1;2;582;576;93;103;3;5;Hořice
CZ0522;5207;Dolní Lochov;549088;obec;Jičín;1;1;158;43;10;7;1;0;Jičín
CZ0522;5207;Dřevěnice;573337;obec;Jičín;2;1;518;247;38;56;3;10;Jičín
CZ0522;5207;Holín;572900;obec;Jičín;4;4;1 041;607;87;116;19;9;Jičín
CZ0522;5204;Holovousy;572918;obec;Hořice;4;1;930;524;75;104;7;8;Hořice
CZ0522;5204;Hořice;572926;město;Hořice;7;6;2 143;8 621;1 293;1 965;71;74;Hořice
CZ0522;5207;Cholenice;549355;obec;Jičín;1;1;455;231;27;39;3;2;Kopidlno
CZ0522;5204;Chomutice;572969;obec;Hořice;3;3;1 046;646;108;145;2;1;Hořice
CZ0522;5207;Choteč;549037;obec;Jičín;1;1;608;202;38;42;2;0;Lázně Bělohrad
CZ0522;5207;Chyjice;549223;obec;Jičín;1;1;510;173;39;29;1;1;Jičín
CZ0522;5204;Jeřice;572993;obec;Hořice;2;2;691;388;65;65;0;4;Hořice
CZ0522;5207;Jičín;572659;město;Jičín;11;4;2 495;16 577;2 599;3 403;61;14;Jičín
CZ0522;5207;Jičíněves;573001;obec;Jičín;6;6;1 697;593;85;103;5;13;Jičín
CZ0522;5207;Jinolice;549151;obec;Jičín;1;1;215;194;19;42;3;1;Jičín
CZ0522;5207;Kacákova Lhota;549312;obec;Jičín;2;1;397;160;23;26;2;1;Jičín
CZ0522;5207;Kbelnice;549169;obec;Jičín;1;1;187;217;32;33;15;2;Jičín
CZ0522;5207;Kněžnice;573043;obec;Jičín;2;1;669;275;44;47;8;5;Jičín
CZ0522;5207;Konecchlumí;573051;obec;Jičín;2;2;716;388;85;65;8;2;Jičín
CZ0522;5207;Kopidlno;573060;město;Jičín;5;4;2 913;2 080;300;427;5;4;Kopidlno
CZ0522;5207;Kostelec;548928;obec;Jičín;1;1;226;37;6;9;2;0;Jičín
CZ0522;5207;Kovač;548944;obec;Jičín;1;1;772;137;27;25;0;0;Jičín
CZ0522;5207;Kozojedy;572136;obec;Jičín;1;1;367;182;24;35;0;1;Vysoké Veselí
CZ0522;5207;Kyje;572047;obec;Jičín;1;1;159;57;8;19;2;1;Jičín
CZ0522;5207;Lázně Bělohrad;573094;město;Jičín;9;9;2 839;3 665;540;812;47;31;Lázně Bělohrad
CZ0522;5207;Libáň;573108;město;Jičín;5;4;1 967;1 764;281;359;10;30;Libáň
CZ0522;5207;Libošovice;573116;obec;Jičín;9;7;1 983;501;78;107;14;5;Sobotka
CZ0522;5207;Libuň;573124;obec;Jičín;4;4;1 054;795;127;144;7;7;Jičín
CZ0522;5204;Lískovice;573086;obec;Hořice;2;2;921;221;38;48;6;1;Hořice
CZ0522;5204;Lukavec u Hořic;573141;obec;Hořice;3;3;866;305;56;51;5;15;Hořice
CZ0522;5207;Lužany;573159;obec;Jičín;1;1;1 249;585;95;105;8;1;Jičín
CZ0522;5207;Markvartice;573167;obec;Jičín;9;5;2 309;488;88;103;2;4;Sobotka
CZ0522;5204;Miletín;573175;město;Hořice;1;1;893;912;138;183;14;8;Miletín
CZ0522;5204;Milovice u Hořic;548863;obec;Hořice;1;1;329;294;60;48;4;0;Hořice
CZ0522;5207;Mladějov;573205;obec;Jičín;8;4;1 205;503;76;122;8;3;Sobotka
CZ0522;5207;Mlázovice;573213;městys;Jičín;2;1;852;548;76;157;8;3;Lázně Bělohrad
CZ0522;5207;Nemyčeves;573230;obec;Jičín;1;1;497;343;61;53;2;0;Jičín
CZ0522;5204;Nevratice;549207;obec;Hořice;1;1;325;166;28;30;1;2;Hořice
CZ0522;5210;Nová Paka;573248;město;Nová Paka;13;10;2 868;9 094;1 340;2 009;70;59;Nová Paka
CZ0522;5207;Ohařice;549185;obec;Jičín;1;1;416;66;8;9;1;1;Sobotka
CZ0522;5207;Ohaveč;548910;obec;Jičín;1;1;139;108;21;14;3;1;Jičín
CZ0522;5207;Osek;573264;obec;Jičín;1;1;381;233;44;33;9;5;Sobotka
CZ0522;5204;Ostroměř;573272;obec;Hořice;4;4;1 235;1 362;196;298;10;15;Hořice
CZ0522;5207;Ostružno;573281;obec;Jičín;1;1;435;93;15;24;1;0;Jičín
CZ0522;5210;Pecka;573299;městys;Nová Paka;8;8;2 303;1 270;185;282;29;18;Nová Paka
CZ0522;5204;Petrovičky;548871;obec;Hořice;1;1;195;46;6;10;1;0;Hořice
CZ0522;5204;Podhorní Újezd a Vojice;573311;obec;Hořice;2;2;689;647;103;144;9;9;Hořice
CZ0522;5207;Podhradí;573329;městys;Jičín;5;3;1 028;454;68;94;7;3;Jičín
CZ0522;5207;Podůlší;573345;obec;Jičín;1;1;138;259;36;37;3;3;Jičín
CZ0522;5207;Radim;573370;obec;Jičín;5;4;1 038;434;68;91;15;2;Jičín
CZ0522;5204;Rašín;549274;obec;Hořice;1;1;219;98;20;19;1;1;Hořice
CZ0522;5204;Rohoznice;573221;obec;Hořice;1;1;895;321;52;60;6;6;Miletín
CZ0522;5207;Rokytňany;548898;obec;Jičín;2;2;496;116;28;19;3;1;Libáň
CZ0522;5207;Samšina;573442;obec;Jičín;5;3;674;263;37;50;1;5;Sobotka
CZ0522;5207;Sběř;573451;obec;Jičín;3;3;908;307;56;70;1;0;Vysoké Veselí
CZ0522;5207;Sedliště;548961;obec;Jičín;1;1;159;99;11;20;0;0;Libáň
CZ0522;5207;Sekeřice;572144;obec;Jičín;1;1;319;119;12;34;0;0;Vysoké Veselí
CZ0522;5207;Slatiny;573469;obec;Jičín;2;2;1 176;541;77;118;6;1;Jičín
CZ0522;5207;Slavhostice;572187;obec;Jičín;1;1;585;136;17;38;1;1;Kopidlno
CZ0522;5204;Sobčice;573477;obec;Hořice;1;1;365;295;44;59;4;2;Hořice
CZ0522;5207;Soběraz;573361;obec;Jičín;1;1;311;101;13;21;3;0;Jičín
CZ0522;5207;Sobotka;573493;město;Jičín;9;7;1 933;2 371;392;523;26;15;Sobotka
CZ0522;5210;Stará Paka;573507;obec;Nová Paka;6;6;2 171;2 081;319;412;15;21;Stará Paka
CZ0522;5207;Staré Hrady;530735;obec;Jičín;1;1;385;185;27;37;9;2;Libáň
CZ0522;5207;Staré Místo;549096;obec;Jičín;1;1;303;314;38;53;1;2;Jičín
CZ0522;5204;Staré Smrkovice;573523;obec;Hořice;1;1;521;260;44;52;0;0;Hořice
CZ0522;5207;Střevač;573540;obec;Jičín;4;2;1 124;282;50;47;3;3;Jičín
CZ0522;5204;Sukorady;548880;obec;Hořice;2;1;551;213;25;49;3;1;Hořice
CZ0522;5207;Svatojanský Újezd;573302;obec;Jičín;1;1;534;101;13;20;0;1;Lázně Bělohrad
CZ0522;5207;Šárovcova Lhota;573256;obec;Jičín;4;1;709;199;35;42;3;2;Lázně Bělohrad
CZ0522;5204;Tetín;572756;obec;Hořice;2;1;281;160;25;35;4;3;Miletín
CZ0522;5204;Třebnouševes;573612;obec;Hořice;3;3;627;283;45;58;0;1;Hořice
CZ0522;5207;Třtěnice;573639;obec;Jičín;1;1;560;342;63;71;2;1;Vysoké Veselí
CZ0522;5207;Tuř;573647;obec;Jičín;2;2;579;177;36;31;5;4;Jičín
CZ0522;5210;Úbislavice;573655;obec;Nová Paka;6;4;1 208;443;82;85;8;9;Nová Paka
CZ0522;5207;Údrnice;573663;obec;Jičín;3;4;925;288;48;63;2;1;Libáň
CZ0522;5204;Úhlejov;573671;obec;Hořice;2;2;412;153;28;25;1;2;Miletín
CZ0522;5207;Újezd pod Troskami;573680;obec;Jičín;4;1;756;342;44;72;3;0;Jičín
CZ0522;5207;Úlibice;573698;obec;Jičín;2;2;675;299;60;41;9;0;Jičín
CZ0522;5207;Valdice;573701;obec;Jičín;1;1;92;1 375;204;259;7;7;Jičín
CZ0522;5207;Veliš;573728;obec;Jičín;2;2;513;197;39;29;5;0;Jičín
CZ0522;5210;Vidochov;573736;obec;Nová Paka;2;2;1 171;393;59;59;4;4;Nová Paka
CZ0522;5207;Vitiněves;573752;obec;Jičín;1;1;492;351;60;59;0;0;Jičín
CZ0522;5207;Volanice;573761;obec;Jičín;1;1;621;224;31;44;0;1;Vysoké Veselí
CZ0522;5207;Vrbice;572128;obec;Jičín;2;2;666;153;26;43;0;2;Vysoké Veselí
CZ0522;5207;Vršce;573795;obec;Jičín;1;1;641;224;42;36;2;0;Kopidlno
CZ0522;5204;Vřesník;549029;obec;Hořice;1;1;310;88;16;14;2;3;Miletín
CZ0522;5207;Vysoké Veselí;573809;město;Jičín;2;2;934;865;149;173;5;3;Vysoké Veselí
CZ0522;5207;Zámostí-Blata;549193;obec;Jičín;2;1;440;125;21;28;4;2;Sobotka
CZ0522;5207;Zelenecká Lhota;573183;obec;Jičín;2;2;666;146;16;26;2;0;Libáň
CZ0522;5207;Železnice;573825;město;Jičín;7;4;1 309;1 303;222;273;15;13;Jičín
CZ0522;5207;Žeretice;573833;obec;Jičín;3;3;769;260;42;54;1;2;Vysoké Veselí
CZ0522;5207;Židovice;573841;obec;Jičín;1;1;333;124;14;30;0;0;Kopidlno
CZ0522;5207;Žlunice;573850;obec;Jičín;1;1;798;240;27;66;2;0;Vysoké Veselí
CZ0523;5201;Adršpach;547786;obec;Broumov;2;2;1 965;506;66;102;3;8;Teplice nad Metují
CZ0523;5209;Bezděkov nad Metují;573884;obec;Náchod;1;1;517;577;103;106;9;15;Police nad Metují
CZ0523;5211;Bohuslavice;573892;obec;Nové Město nad Metují;1;1;1 413;1 016;169;196;8;22;Nové Město nad Metují
CZ0523;5209;Borová;573906;obec;Náchod;1;1;307;205;24;43;3;3;Náchod
CZ0523;5201;Božanov;573914;obec;Broumov;2;1;1 923;362;74;60;4;6;Broumov
CZ0523;5201;Broumov;573922;město;Broumov;8;4;2 227;7 444;1 148;1 598;14;31;Broumov
CZ0523;5209;Brzice;573931;obec;Náchod;5;3;1 051;240;49;60;2;3;Česká Skalice
CZ0523;5209;Bukovice;547751;obec;Náchod;1;1;243;350;51;72;3;1;Police nad Metují
CZ0523;5211;Černčice;573957;obec;Nové Město nad Metují;1;1;565;488;75;86;9;3;Nové Město nad Metují
CZ0523;5209;Červená Hora;505099;obec;Náchod;1;1;210;200;36;39;2;1;Červený  Kostelec
CZ0523;5209;Červený Kostelec;573965;město;Náchod;7;6;2 407;8 352;1 349;1 912;90;85;Červený  Kostelec
CZ0523;5209;Česká Čermná;573973;obec;Náchod;1;1;892;528;85;84;12;7;Náchod
CZ0523;5209;Česká Metuje;573981;obec;Náchod;3;3;970;298;57;61;2;1;Police nad Metují
CZ0523;5209;Česká Skalice;573990;město;Náchod;6;6;1 736;5 078;715;1 150;42;64;Česká Skalice
CZ0523;5206;Dolany;574015;obec;Jaroměř;5;4;1 678;659;107;138;10;8;Jaroměř
CZ0523;5209;Dolní Radechová;574023;obec;Náchod;1;1;420;768;106;158;13;3;Náchod
CZ0523;5201;Hejtmánkovice;574031;obec;Broumov;1;1;1 303;607;78;129;6;7;Broumov
CZ0523;5206;Heřmanice;574040;obec;Jaroměř;4;3;694;438;88;86;3;2;Jaroměř
CZ0523;5201;Heřmánkovice;574058;obec;Broumov;2;2;1 993;495;81;94;4;1;Broumov
CZ0523;5209;Horní Radechová;574066;obec;Náchod;2;2;555;504;91;73;5;5;Červený  Kostelec
CZ0523;5206;Hořenice;547531;obec;Jaroměř;1;1;327;141;23;32;3;1;Jaroměř
CZ0523;5209;Hořičky;574074;obec;Náchod;5;3;666;566;93;103;18;9;Česká Skalice
CZ0523;5209;Hronov;574082;město;Náchod;6;6;2 204;6 125;896;1 514;61;88;Hronov
CZ0523;5201;Hynčice;574163;obec;Broumov;1;1;290;191;34;35;0;1;Broumov
CZ0523;5206;Chvalkovice;574112;obec;Jaroměř;7;5;1 230;736;114;151;7;6;Česká Skalice
CZ0523;5206;Jaroměř;574121;město;Jaroměř;9;5;2 395;12 433;1 969;2 422;121;64;Jaroměř
CZ0523;5206;Jasenná;574139;obec;Jaroměř;1;1;1 274;750;139;114;9;6;Jaroměř
CZ0523;5211;Jestřebí;574147;obec;Nové Město nad Metují;1;1;430;157;21;36;1;3;Nové Město nad Metují
CZ0523;5201;Jetřichov;574155;obec;Broumov;1;1;925;461;70;91;1;0;Broumov
CZ0523;5209;Kramolna;574546;obec;Náchod;3;4;699;1 072;153;193;23;16;Náchod
CZ0523;5201;Křinice;574171;obec;Broumov;1;1;1 646;431;76;77;3;11;Broumov
CZ0523;5209;Lhota pod Hořičkami;574180;obec;Náchod;3;3;592;302;49;54;3;5;Česká Skalice
CZ0523;5211;Libchyně;547701;obec;Nové Město nad Metují;1;1;119;73;12;15;1;0;Nové Město nad Metují
CZ0523;5209;Litoboř;573388;obec;Náchod;1;1;352;109;15;25;0;1;Česká Skalice
CZ0523;5209;Machov;574210;městys;Náchod;4;4;1 939;1 096;168;249;7;12;Police nad Metují
CZ0523;5201;Martínkovice;574228;obec;Broumov;1;1;1 413;497;61;122;4;7;Broumov
CZ0523;5209;Mezilečí;574236;obec;Náchod;2;2;520;132;17;32;1;0;Česká Skalice
CZ0523;5211;Mezilesí;574244;obec;Nové Město nad Metují;1;1;236;252;45;41;9;7;Nové Město nad Metují
CZ0523;5201;Meziměstí;574252;město;Broumov;6;4;2 570;2 429;349;601;6;6;Meziměstí
CZ0523;5211;Nahořany;574261;obec;Nové Město nad Metují;5;4;1 416;590;120;96;21;12;Nové Město nad Metují
CZ0523;5209;Náchod;573868;město;Náchod;10;10;3 334;19 979;2 917;4 375;115;116;Náchod
CZ0523;5211;Nové Město nad Metují;574279;město;Nové Město nad Metují;4;4;2 313;9 436;1 312;2 351;113;43;Nové Město nad Metují
CZ0523;5209;Nový Hrádek;574287;městys;Náchod;4;2;1 140;848;159;147;13;10;Náchod
CZ0523;5206;Nový Ples;574295;obec;Jaroměř;1;1;712;346;57;72;7;1;Jaroměř
CZ0523;5201;Otovice;574317;obec;Broumov;1;1;1 060;351;44;82;1;0;Broumov
CZ0523;5209;Police nad Metují;574341;město;Náchod;6;6;2 441;4 086;632;947;83;41;Police nad Metují
CZ0523;5211;Provodov-Šonov;574350;obec;Nové Město nad Metují;5;5;1 618;1 223;228;205;31;16;Nové Město nad Metují
CZ0523;5211;Přibyslav;574368;obec;Nové Město nad Metují;1;1;350;205;34;29;5;1;Nové Město nad Metují
CZ0523;5206;Rasošky;574376;obec;Jaroměř;2;1;551;695;131;114;9;9;Jaroměř
CZ0523;5206;Rožnov;574384;obec;Jaroměř;2;2;542;376;52;73;5;2;Jaroměř
CZ0523;5206;Rychnovek;574406;obec;Jaroměř;3;3;1 134;643;105;114;24;5;Jaroměř
CZ0523;5209;Říkov;530786;obec;Náchod;1;1;247;224;45;37;6;7;Česká Skalice
CZ0523;5211;Sendraž;547727;obec;Nové Město nad Metují;1;1;184;107;20;26;5;2;Nové Město nad Metují
CZ0523;5209;Slatina nad Úpou;574422;obec;Náchod;1;1;1 011;298;44;72;1;4;Červený  Kostelec
CZ0523;5211;Slavětín nad Metují;574431;obec;Nové Město nad Metují;1;1;555;266;57;54;11;0;Nové Město nad Metují
