Tab. 102 Obce České republiky k 1. 1. 2019;;;;;;;;;;;;;;Souhrn
;;;;;;;;;;;;;;
"Kód
okresu";"Kód
SOORP";Název obce;"Kód
obce";Typ obce;"Správní obvod obce
s rozšířenou působností";"Počet
částí
obce";"Počet
katas-
trů";"Katastr.
výměra
v ha";Počet obyvatel;;;Počet dokončených bytů;;Stavební úřad
;;;;;;;;;celkem;"ve věku
0 - 14 let";"ve věku
65 a více let";2009-2013;2014-2018;
CZ0314;3107;Kostelec nad Vltavou;549509;obec;Milevsko;4;4;3 281;392;42;88;1;1;Milevsko
CZ0314;3107;Kovářov;549517;obec;Milevsko;17;11;5 046;1 444;181;346;14;25;Milevsko
CZ0314;3108;Kožlí;561550;obec;Písek;1;1;434;54;5;13;0;1;Mirovice
CZ0314;3108;Králova Lhota;549525;obec;Písek;2;2;1 082;206;29;37;1;3;Mirovice
CZ0314;3108;Křenovice;562181;obec;Písek;1;1;612;167;16;40;0;3;Bernartice
CZ0314;3107;Křižanov;509752;obec;Milevsko;1;1;335;102;19;21;2;1;Milevsko
CZ0314;3107;Kučeř;549541;obec;Milevsko;1;1;1 095;184;34;45;0;1;Milevsko
CZ0314;3107;Květov;598801;obec;Milevsko;2;2;1 575;120;23;23;3;2;Milevsko
CZ0314;3108;Lety;549568;obec;Písek;3;2;1 391;272;33;54;4;7;Mirovice
CZ0314;3107;Milevsko;549576;město;Milevsko;6;6;4 229;8 277;1 112;2 122;32;39;Milevsko
CZ0314;3108;Minice;562149;obec;Písek;1;1;349;34;2;18;0;0;Mirovice
CZ0314;3108;Mirotice;549584;město;Písek;9;7;2 560;1 222;228;236;17;15;Mirotice
CZ0314;3108;Mirovice;549592;město;Písek;9;7;2 204;1 614;215;347;7;11;Mirovice
CZ0314;3108;Mišovice;549606;obec;Písek;5;3;1 482;253;39;46;0;6;Mirovice
CZ0314;3108;Myslín;549614;obec;Písek;1;1;415;99;15;17;1;1;Mirovice
CZ0314;3108;Nerestce;562157;obec;Písek;2;2;468;105;12;29;0;1;Mirovice
CZ0314;3108;Nevězice;549657;obec;Písek;1;1;986;138;11;44;1;1;Mirovice
CZ0314;3107;Okrouhlá;529877;obec;Milevsko;1;1;438;64;3;13;1;1;Milevsko
CZ0314;3108;Olešná;562190;obec;Písek;1;1;525;124;19;27;0;1;Bernartice
CZ0314;3108;Orlík nad Vltavou;549681;obec;Písek;2;1;904;280;22;70;5;7;Mirovice
CZ0314;3107;Osek;598828;obec;Milevsko;1;1;529;144;21;25;4;0;Milevsko
CZ0314;3108;Oslov;549703;obec;Písek;3;2;1 940;337;60;65;1;3;Písek
CZ0314;3108;Ostrovec;549711;obec;Písek;3;3;2 058;365;48;82;1;1;Písek
CZ0314;3108;Paseky;562254;obec;Písek;2;1;2 518;180;23;30;4;1;Protivín
CZ0314;3108;Písek;549240;město;Písek;9;5;6 323;30 351;4 775;6 337;297;66;Písek
CZ0314;3108;Podolí I;549754;obec;Písek;3;1;897;373;51;77;5;0;Bernartice
CZ0314;3108;Probulov;561509;obec;Písek;1;1;348;68;6;24;1;4;Mirovice
CZ0314;3108;Protivín;549771;město;Písek;9;9;6 146;4 830;668;1 044;24;10;Protivín
CZ0314;3107;Přeborov;561517;obec;Milevsko;1;1;444;143;21;29;3;0;Milevsko
CZ0314;3108;Předotice;509621;obec;Písek;9;7;2 146;566;98;120;18;3;Písek
CZ0314;3107;Přeštěnice;549797;obec;Milevsko;4;3;978;282;35;62;2;5;Milevsko
CZ0314;3108;Putim;549801;obec;Písek;1;1;1 041;534;103;106;12;0;Písek
CZ0314;3108;Rakovice;562068;obec;Písek;1;1;1 048;215;36;48;2;2;Mirotice
CZ0314;3108;Ražice;549827;obec;Písek;2;2;1 071;396;59;90;5;5;Písek
CZ0314;3107;Sepekov;549843;městys;Milevsko;3;3;2 853;1 336;173;327;18;12;Milevsko
CZ0314;3108;Skály;549851;obec;Písek;2;1;1 775;280;40;69;5;1;Protivín
CZ0314;3108;Slabčice;549860;obec;Písek;4;3;1 748;364;61;84;4;2;Bernartice
CZ0314;3108;Smetanova Lhota;549878;obec;Písek;3;1;1 305;283;55;78;5;4;Mirotice
CZ0314;3107;Stehlovice;529885;obec;Milevsko;1;1;449;98;13;25;1;0;Milevsko
CZ0314;3108;Tálín;549932;obec;Písek;2;1;419;165;22;35;2;2;Protivín
CZ0314;3108;Temešvár;562271;obec;Písek;1;1;526;127;19;21;2;0;Písek
CZ0314;3108;Varvažov;562211;obec;Písek;3;2;2 516;186;13;57;3;5;Mirotice
CZ0314;3107;Veselíčko;549975;obec;Milevsko;2;2;452;218;34;43;2;0;Bernartice
CZ0314;3108;Vlastec;598844;obec;Písek;3;1;751;220;37;39;1;5;Písek
CZ0314;3107;Vlksice;598852;obec;Milevsko;4;2;824;144;23;41;3;0;Milevsko
CZ0314;3108;Vojníkov;562289;obec;Písek;3;3;1 178;83;3;35;0;0;Písek
CZ0314;3108;Vráž;549991;obec;Písek;3;1;738;310;39;72;11;5;Písek
CZ0314;3108;Vrcovice;550001;obec;Písek;1;1;551;176;21;29;3;2;Písek
CZ0314;3108;Záhoří;550027;obec;Písek;6;4;1 472;794;104;178;3;5;Písek
CZ0314;3107;Zbelítov;550035;obec;Milevsko;1;1;300;346;44;79;6;4;Milevsko
CZ0314;3107;Zběšičky;550043;obec;Milevsko;3;3;592;151;9;25;0;0;Bernartice
CZ0314;3107;Zhoř;550060;obec;Milevsko;5;4;1 215;304;36;67;7;0;Milevsko
CZ0314;3108;Zvíkovské Podhradí;562165;obec;Písek;1;1;436;207;32;42;4;5;Písek
CZ0314;3108;Žďár;598861;obec;Písek;3;2;1 597;253;39;63;4;1;Protivín
CZ0315;3109;Babice;537241;obec;Prachatice;2;2;580;135;37;15;3;9;Netolice
CZ0315;3116;Bohumilice;550116;obec;Vimperk;1;1;342;321;50;55;1;1;Vimperk
CZ0315;3109;Bohunice;537527;obec;Prachatice;1;1;257;48;5;21;2;2;Prachatice
CZ0315;3116;Borová Lada;545902;obec;Vimperk;8;8;6 894;282;52;42;42;19;Vimperk
CZ0315;3116;Bošice;550124;obec;Vimperk;4;3;834;333;57;64;7;12;Vimperk
CZ0315;3109;Budkov;561576;obec;Prachatice;1;1;504;92;18;26;0;0;Prachatice
CZ0315;3116;Buk;537519;obec;Vimperk;3;3;2 580;285;48;56;3;4;Vimperk
CZ0315;3109;Bušanovice;550159;obec;Prachatice;5;3;973;265;43;66;1;4;Prachatice
CZ0315;3116;Čkyně;550167;obec;Vimperk;7;6;2 068;1 624;236;312;19;16;Vimperk
CZ0315;3109;Drslavice;537187;obec;Prachatice;5;1;475;94;14;23;2;0;Prachatice
CZ0315;3109;Dub;550183;městys;Prachatice;5;5;1 452;393;72;53;1;1;Prachatice
CZ0315;3109;Dvory;537144;obec;Prachatice;1;1;334;94;18;15;1;2;Prachatice
CZ0315;3116;Horní Vltavice;550205;obec;Vimperk;6;6;5 880;370;53;79;3;2;Vimperk
CZ0315;3109;Hracholusky;550221;obec;Prachatice;4;4;2 136;479;61;78;6;3;Prachatice
CZ0315;3109;Husinec;550230;město;Prachatice;3;3;1 035;1 451;237;227;8;5;Prachatice
CZ0315;3109;Chlumany;550248;obec;Prachatice;1;1;557;340;49;67;8;6;Prachatice
CZ0315;3109;Chroboly;550264;obec;Prachatice;7;6;3 468;552;110;97;6;11;Prachatice
CZ0315;3109;Chvalovice;537420;obec;Prachatice;1;1;397;160;19;32;2;2;Netolice
CZ0315;3109;Kratušín;537136;obec;Prachatice;2;2;395;49;2;17;0;0;Prachatice
CZ0315;3109;Křišťanov;561673;obec;Prachatice;3;2;1 807;98;9;16;0;1;Volary
CZ0315;3109;Ktiš;550329;obec;Prachatice;9;6;3 878;507;85;87;9;4;Prachatice
CZ0315;3116;Kubova Huť;563978;obec;Vimperk;1;1;141;95;11;20;2;1;Vimperk
CZ0315;3116;Kvilda;550337;obec;Vimperk;5;2;4 519;139;12;26;37;21;Vimperk
CZ0315;3109;Lažiště;550345;obec;Prachatice;1;1;427;304;56;42;6;3;Prachatice
CZ0315;3116;Lčovice;561649;obec;Vimperk;1;1;577;148;25;28;3;2;Vimperk
CZ0315;3109;Lenora;550353;obec;Prachatice;5;3;1 780;734;109;129;3;2;Volary
CZ0315;3109;Lhenice;550361;městys;Prachatice;9;9;3 914;2 074;272;389;26;26;Prachatice
CZ0315;3109;Lipovice;537071;obec;Prachatice;2;1;469;200;30;56;1;1;Prachatice
CZ0315;3109;Lužice;537322;obec;Prachatice;1;1;319;40;3;8;1;0;Netolice
CZ0315;3109;Mahouš;537381;obec;Prachatice;1;1;596;161;28;25;1;0;Netolice
CZ0315;3109;Malovice;550418;obec;Prachatice;6;4;2 478;650;97;114;19;8;Netolice
CZ0315;3109;Mičovice;550426;obec;Prachatice;5;5;2 337;360;67;76;6;7;Prachatice
CZ0315;3109;Nebahovy;550434;obec;Prachatice;5;5;1 628;579;109;81;33;14;Prachatice
CZ0315;3109;Němčice;550396;obec;Prachatice;2;2;415;198;37;35;4;1;Netolice
CZ0315;3109;Netolice;550442;město;Prachatice;2;1;2 635;2 587;422;487;14;10;Netolice
CZ0315;3116;Nicov;529893;obec;Vimperk;4;4;1 377;91;20;16;2;3;Vimperk
CZ0315;3109;Nová Pec;550451;obec;Prachatice;7;2;6 638;445;48;104;1;5;Volary
CZ0315;3116;Nové Hutě;561568;obec;Vimperk;1;1;2 324;90;10;16;7;2;Vimperk
CZ0315;3109;Olšovice;537365;obec;Prachatice;2;1;394;60;7;12;1;2;Netolice
CZ0315;3109;Pěčnov;537543;obec;Prachatice;1;1;198;146;35;9;6;2;Prachatice
CZ0315;3109;Prachatice;550094;město;Prachatice;12;8;3 892;10 874;1 637;2 222;64;38;Prachatice
CZ0315;3109;Radhostice;550485;obec;Prachatice;4;3;1 040;140;15;41;0;1;Prachatice
CZ0315;3116;Stachy;550515;obec;Vimperk;3;3;2 817;1 150;171;291;24;18;Vimperk
CZ0315;3109;Stožec;550523;obec;Prachatice;3;4;10 471;201;19;31;10;9;Volary
CZ0315;3116;Strážný;550531;městys;Vimperk;4;8;4 965;449;89;52;1;3;Vimperk
CZ0315;3109;Strunkovice nad Blanicí;550540;městys;Prachatice;8;6;2 469;1 264;205;255;3;14;Prachatice
CZ0315;3116;Svatá Maří;550558;obec;Vimperk;6;4;1 271;599;92;96;18;9;Vimperk
CZ0315;3116;Šumavské Hoštice;550574;obec;Vimperk;4;3;836;422;73;79;7;8;Vimperk
CZ0315;3109;Těšovice;550582;obec;Prachatice;3;2;837;311;41;62;1;5;Prachatice
CZ0315;3109;Tvrzice;550604;obec;Prachatice;1;1;317;121;20;27;3;1;Prachatice
CZ0315;3109;Újezdec;537535;obec;Prachatice;1;1;290;88;16;18;1;1;Prachatice
CZ0315;3116;Vacov;550621;obec;Vimperk;14;12;3 521;1 468;231;350;27;24;Vimperk
CZ0315;3116;Vimperk;550647;město;Vimperk;22;16;8 004;7 399;1 126;1 386;47;59;Vimperk
CZ0315;3109;Vitějovice;550655;obec;Prachatice;1;1;1 181;517;98;89;10;6;Prachatice
CZ0315;3109;Vlachovo Březí;550663;město;Prachatice;8;7;1 997;1 713;307;319;23;15;Prachatice
CZ0315;3109;Volary;550671;město;Prachatice;3;7;10 751;3 780;619;664;10;13;Volary
CZ0315;3116;Vrbice;529915;obec;Vimperk;1;1;228;67;12;16;1;1;Vimperk
CZ0315;3109;Záblatí;550680;obec;Prachatice;8;9;2 448;341;49;80;4;4;Prachatice
CZ0315;3109;Zábrdí;537195;obec;Prachatice;1;1;490;69;8;23;1;0;Prachatice
CZ0315;3116;Zálezly;550698;obec;Vimperk;4;2;931;313;44;68;4;6;Vimperk
CZ0315;3109;Zbytiny;550701;obec;Prachatice;6;5;3 904;318;42;56;4;2;Volary
CZ0315;3116;Zdíkov;550728;obec;Vimperk;9;8;3 191;1 750;284;375;30;25;Vimperk
CZ0315;3116;Žárovná;529923;obec;Vimperk;1;1;242;119;18;19;4;0;Vimperk
CZ0315;3109;Želnava;550761;obec;Prachatice;3;2;1 041;111;24;18;0;0;Volary
CZ0315;3109;Žernovice;537209;obec;Prachatice;2;1;530;314;56;38;16;8;Prachatice
CZ0316;3117;Bavorov;550809;město;Vodňany;6;6;3 540;1 572;241;326;6;7;Vodňany
CZ0316;3101;Bělčice;550817;město;Blatná;7;7;3 432;981;133;227;6;5;Blatná
CZ0316;3101;Bezdědovice;598895;obec;Blatná;3;1;581;359;56;72;2;5;Blatná
CZ0316;3117;Bílsko;550833;obec;Vodňany;3;3;1 132;199;38;49;0;0;Vodňany
CZ0316;3101;Blatná;550850;město;Blatná;9;8;4 360;6 583;945;1 506;52;61;Blatná
CZ0316;3101;Bratronice;537063;obec;Blatná;2;1;470;50;3;8;0;1;Blatná
CZ0316;3101;Březí;530018;obec;Blatná;1;1;560;69;10;20;0;0;Blatná
CZ0316;3117;Budyně;560171;obec;Vodňany;1;1;213;44;11;9;0;0;Vodňany
CZ0316;3101;Buzice;529966;obec;Blatná;2;1;839;177;27;35;6;6;Blatná
CZ0316;3111;Cehnice;550906;obec;Strakonice;2;2;1 469;495;90;84;2;7;Strakonice
CZ0316;3101;Čečelovice;510068;obec;Blatná;1;1;655;196;28;47;1;3;Blatná
CZ0316;3111;Čejetice;550922;obec;Strakonice;5;5;2 104;915;161;149;3;6;Strakonice
CZ0316;3111;Čepřovice;550949;obec;Strakonice;3;3;1 022;201;34;43;2;2;Volyně
CZ0316;3111;Čestice;550957;městys;Strakonice;7;8;2 321;901;151;193;8;17;Volyně
CZ0316;3117;Číčenice;550965;obec;Vodňany;3;1;1 195;464;74;85;7;2;Vodňany
CZ0316;3111;Doubravice;550981;obec;Strakonice;2;2;745;277;38;47;0;1;Strakonice
CZ0316;3117;Drahonice;551015;obec;Vodňany;2;2;1 272;357;54;86;3;1;Vodňany
CZ0316;3111;Drachkov;560219;obec;Strakonice;1;1;339;198;38;28;4;3;Strakonice
CZ0316;3111;Drážov;551023;obec;Strakonice;4;4;1 231;240;33;53;8;3;Volyně
CZ0316;3111;Droužetice;560243;obec;Strakonice;2;2;521;135;21;23;1;1;Strakonice
CZ0316;3111;Dřešín;551040;obec;Strakonice;4;3;892;324;56;60;7;7;Volyně
CZ0316;3101;Hajany;551597;obec;Blatná;1;1;382;130;21;17;1;3;Blatná
CZ0316;3117;Hájek;561690;obec;Vodňany;1;1;280;38;8;5;0;1;Vodňany
CZ0316;3111;Hlupín;536628;obec;Strakonice;1;1;474;95;12;17;0;1;Strakonice
CZ0316;3111;Horní Poříčí;536881;obec;Strakonice;2;2;705;304;49;71;4;1;Strakonice
CZ0316;3101;Hornosín;536369;obec;Blatná;1;1;341;74;12;17;0;0;Blatná
CZ0316;3111;Hoslovice;551104;obec;Strakonice;3;3;1 078;164;24;34;1;1;Volyně
CZ0316;3111;Hoštice;551121;obec;Strakonice;1;1;392;152;17;30;5;0;Volyně
CZ0316;3117;Chelčice;551139;obec;Vodňany;1;1;482;418;68;53;3;10;Vodňany
CZ0316;3101;Chlum;529982;obec;Blatná;1;1;621;202;38;32;3;6;Blatná
CZ0316;3101;Chobot;536903;obec;Blatná;2;1;232;47;3;12;0;0;Blatná
CZ0316;3111;Chrášťovice;551155;obec;Strakonice;2;2;1 072;263;43;49;1;1;Strakonice
CZ0316;3111;Jinín;551163;obec;Strakonice;1;2;486;213;42;37;4;3;Strakonice
CZ0316;3101;Kadov;551180;obec;Blatná;5;5;1 961;369;62;82;1;5;Blatná
CZ0316;3111;Kalenice;536946;obec;Strakonice;1;1;413;84;6;24;0;0;Strakonice
CZ0316;3111;Katovice;551201;městys;Strakonice;1;1;958;1 358;213;266;9;12;Strakonice
CZ0316;3111;Kladruby;560405;obec;Strakonice;1;1;456;148;25;34;0;1;Strakonice
CZ0316;3101;Kocelovice;536601;obec;Blatná;1;1;933;147;11;49;2;1;Blatná
CZ0316;3117;Krajníčko;536342;obec;Vodňany;1;1;752;100;16;24;0;2;Vodňany
CZ0316;3111;Kraselov;551261;obec;Strakonice;4;2;802;221;34;54;3;2;Strakonice
CZ0316;3117;Krašlovice;536806;obec;Vodňany;2;2;531;163;15;36;1;2;Vodňany
CZ0316;3111;Krejnice;536954;obec;Strakonice;1;1;346;77;16;14;1;0;Strakonice
CZ0316;3111;Krty-Hradec;536555;obec;Strakonice;1;1;494;133;16;32;0;1;Strakonice
CZ0316;3111;Kuřimany;560391;obec;Strakonice;1;1;311;38;7;6;0;1;Strakonice
CZ0316;3111;Kváskovice;536750;obec;Strakonice;1;1;328;110;20;12;1;0;Strakonice
CZ0316;3101;Lažánky;598950;obec;Blatná;1;1;259;105;20;18;2;3;Blatná
CZ0316;3101;Lažany;560197;obec;Blatná;1;1;323;54;4;6;0;1;Blatná
CZ0316;3117;Libějovice;551333;obec;Vodňany;3;3;1 340;467;72;93;4;5;Vodňany
CZ0316;3111;Libětice;536831;obec;Strakonice;1;1;451;89;11;13;0;0;Strakonice
CZ0316;3111;Litochovice;551341;obec;Strakonice;3;3;1 095;281;46;54;2;3;Volyně
CZ0316;3101;Lnáře;551350;obec;Blatná;2;2;1 269;714;96;139;4;1;Blatná
CZ0316;3101;Lom;536822;obec;Blatná;2;2;570;120;18;31;0;1;Blatná
CZ0316;3101;Mačkov;536466;obec;Blatná;1;1;508;293;41;37;5;1;Blatná
CZ0316;3111;Malenice;551384;obec;Strakonice;3;1;987;689;117;119;29;18;Volyně
CZ0316;3111;Mečichov;551392;obec;Strakonice;1;1;886;279;48;51;2;3;Strakonice
CZ0316;3117;Měkynec;536415;obec;Vodňany;1;1;351;55;14;3;0;0;Vodňany
CZ0316;3111;Milejovice;536539;obec;Strakonice;1;1;624;78;16;9;2;0;Volyně
CZ0316;3111;Miloňovice;551414;obec;Strakonice;3;2;628;273;47;49;3;1;Strakonice
CZ0316;3111;Mnichov;536563;obec;Strakonice;1;1;831;225;34;49;5;1;Strakonice
CZ0316;3111;Mutěnice;560278;obec;Strakonice;1;1;228;258;33;57;5;13;Strakonice
CZ0316;3101;Myštice;551473;obec;Blatná;7;4;1 581;290;38;72;0;4;Blatná
CZ0316;3111;Nebřehovice;536644;obec;Strakonice;2;2;519;152;24;24;1;1;Strakonice
CZ0316;3111;Němčice;536474;obec;Strakonice;1;1;275;104;13;25;0;0;Volyně
CZ0316;3111;Němětice;536725;obec;Strakonice;1;1;369;112;21;25;0;2;Volyně
CZ0316;3111;Nihošovice;551520;obec;Strakonice;2;2;894;300;45;47;1;5;Volyně
CZ0316;3111;Nišovice;536962;obec;Strakonice;1;1;625;231;48;41;4;4;Volyně
CZ0316;3111;Nová Ves;560201;obec;Strakonice;3;3;852;93;11;29;0;0;Volyně
CZ0316;3111;Novosedly;551554;obec;Strakonice;1;3;843;351;49;57;3;1;Strakonice
CZ0316;3111;Osek;551562;obec;Strakonice;5;5;1 392;648;88;127;2;4;Strakonice
CZ0316;3111;Paračov;551571;obec;Strakonice;1;1;458;112;20;24;0;1;Strakonice
CZ0316;3117;Pivkovice;598887;obec;Vodňany;2;1;317;82;14;13;1;0;Vodňany
CZ0316;3117;Pohorovice;536911;obec;Vodňany;2;2;519;76;12;12;0;1;Vodňany
CZ0316;3111;Pracejovice;551619;obec;Strakonice;2;2;800;324;53;53;4;1;Strakonice
CZ0316;3101;Předmíř;551627;obec;Blatná;4;4;1 060;332;47;60;0;1;Blatná
CZ0316;3111;Přední Zborovice;536792;obec;Strakonice;1;1;293;87;21;16;2;3;Strakonice
CZ0316;3111;Předslavice;551635;obec;Strakonice;5;5;1 157;258;36;49;1;1;Volyně
CZ0316;3111;Přechovice;536547;obec;Strakonice;1;1;396;117;13;21;2;5;Volyně
CZ0316;3111;Přešťovice;551643;obec;Strakonice;3;3;1 045;451;68;99;2;7;Strakonice
CZ0316;3111;Radějovice;536423;obec;Strakonice;1;1;225;44;9;7;0;0;Strakonice
CZ0316;3111;Radomyšl;551660;městys;Strakonice;6;7;2 521;1 341;265;211;21;17;Strakonice
CZ0316;3111;Radošovice;551678;obec;Strakonice;5;4;1 021;655;101;124;8;2;Strakonice
CZ0316;3111;Rovná;536865;obec;Strakonice;1;1;434;220;25;46;0;1;Strakonice
CZ0316;3111;Řepice;536849;obec;Strakonice;1;1;428;459;79;63;15;7;Strakonice
CZ0316;3101;Sedlice;551716;město;Blatná;5;4;3 053;1 252;193;270;15;11;Blatná
CZ0316;3111;Skály;598909;obec;Strakonice;1;1;506;67;8;14;1;0;Strakonice
CZ0316;3117;Skočice;551741;obec;Vodňany;2;2;982;228;58;40;5;2;Vodňany
CZ0316;3111;Slaník;536776;obec;Strakonice;1;1;298;147;26;18;3;0;Strakonice
CZ0316;3111;Sousedovice;551759;obec;Strakonice;2;2;409;304;69;47;3;9;Strakonice
CZ0316;3117;Stožice;530034;obec;Vodňany;3;2;759;356;67;49;7;17;Vodňany
CZ0316;3111;Strakonice;550787;město;Strakonice;8;7;3 468;22 754;3 646;4 847;283;157;Strakonice
CZ0316;3111;Strašice;551775;obec;Strakonice;2;2;813;190;22;45;0;1;Strakonice
CZ0316;3111;Strunkovice nad Volyňkou;536784;obec;Strakonice;1;1;379;128;20;23;0;5;Volyně
CZ0316;3111;Střelské Hoštice;551791;obec;Strakonice;4;4;2 084;892;147;162;4;6;Strakonice
CZ0316;3101;Škvořetice;551830;obec;Blatná;2;2;957;316;47;67;1;2;Blatná
CZ0316;3111;Štěchovice;536920;obec;Strakonice;1;1;728;220;33;48;0;1;Strakonice
CZ0316;3111;Štěkeň;551856;městys;Strakonice;3;2;1 447;852;116;189;1;4;Strakonice
CZ0316;3101;Tchořovice;536598;obec;Blatná;1;1;1 024;242;40;51;1;3;Blatná
CZ0316;3117;Truskovice;536512;obec;Vodňany;2;1;623;200;40;33;2;1;Vodňany
CZ0316;3111;Třebohostice;551899;obec;Strakonice;2;2;975;319;48;61;3;3;Strakonice
CZ0316;3111;Třešovice;536679;obec;Strakonice;1;1;430;79;13;16;0;0;Strakonice
CZ0316;3111;Úlehle;536695;obec;Strakonice;3;3;656;97;13;37;0;0;Strakonice
CZ0316;3111;Únice;563951;obec;Strakonice;2;2;559;60;3;12;0;0;Strakonice
CZ0316;3101;Uzenice;551937;obec;Blatná;1;1;538;112;10;31;0;0;Blatná
CZ0316;3101;Uzeničky;536890;obec;Blatná;2;1;662;122;15;35;1;0;Blatná
CZ0316;3111;Vacovice;536504;obec;Strakonice;1;1;260;51;1;23;1;0;Volyně
CZ0316;3111;Velká Turná;536741;obec;Strakonice;1;1;754;159;21;36;0;0;Strakonice
CZ0316;3117;Vodňany;551953;město;Vodňany;9;6;3 634;6 953;991;1 271;76;25;Vodňany
CZ0316;3111;Volenice;551961;obec;Strakonice;5;4;1 595;554;88;111;2;1;Strakonice
CZ0316;3111;Volyně;551970;město;Strakonice;5;5;2 058;3 023;471;648;22;20;Volyně
CZ0316;3101;Záboří;551988;obec;Blatná;1;1;685;325;55;63;4;5;Blatná
CZ0316;3111;Zahorčice;536482;obec;Strakonice;1;1;363;62;6;16;0;0;Strakonice
CZ0316;3111;Zvotoky;536873;obec;Strakonice;1;1;393;70;13;18;0;0;Strakonice
CZ0317;3112;Balkova Lhota;563251;obec;Tábor;1;1;355;138;30;16;2;3;Tábor
CZ0317;3112;Bečice;563366;obec;Tábor;1;1;324;76;12;16;0;0;Tábor
CZ0317;3112;Bechyně;552054;město;Tábor;3;3;2 129;5 097;743;1 115;30;10;Bechyně
CZ0317;3112;Běleč;560448;obec;Tábor;3;1;1 223;202;31;39;3;3;Mladá Vožice
CZ0317;3110;Borkovice;552097;obec;Soběslav;1;1;1 583;233;34;53;1;5;Veselí nad Lužnicí
CZ0317;3112;Borotín;552101;městys;Tábor;11;4;2 626;679;153;119;16;10;Tábor
CZ0317;3112;Bradáčov;552127;obec;Tábor;2;2;448;46;3;19;0;0;Tábor
CZ0317;3112;Březnice;552135;obec;Tábor;1;1;691;217;37;31;2;1;Bechyně
CZ0317;3110;Budislav;552143;obec;Soběslav;3;3;885;376;53;86;4;1;Soběslav
CZ0317;3112;Černýšovice;563722;obec;Tábor;2;1;1 014;81;11;22;2;0;Bechyně
CZ0317;3110;Dírná;552208;obec;Soběslav;5;5;2 198;397;53;91;1;1;Soběslav
CZ0317;3112;Dlouhá Lhota;563650;obec;Tábor;1;1;444;160;21;32;1;2;Tábor
CZ0317;3112;Dobronice u Bechyně;552224;obec;Tábor;1;1;832;106;7;36;0;0;Bechyně
CZ0317;3112;Dolní Hořice;552241;obec;Tábor;12;10;3 910;838;122;187;20;14;Chýnov
CZ0317;3112;Dolní Hrachovice;560529;obec;Tábor;3;2;448;129;11;35;1;0;Tábor
CZ0317;3110;Drahov;563765;obec;Soběslav;1;1;1 097;160;23;45;3;1;Veselí nad Lužnicí
CZ0317;3110;Dráchov;552275;obec;Soběslav;1;1;971;240;25;73;0;0;Soběslav
CZ0317;3112;Dražice;552283;obec;Tábor;1;1;1 298;824;149;135;12;6;Tábor
CZ0317;3112;Dražičky;552291;obec;Tábor;1;1;513;153;36;15;8;3;Tábor
CZ0317;3112;Drhovice;563307;obec;Tábor;1;1;426;218;32;37;6;2;Tábor
CZ0317;3112;Haškovcova Lhota;563625;obec;Tábor;1;1;304;71;11;15;0;0;Bechyně
CZ0317;3112;Hlasivo;560481;obec;Tábor;4;2;1 227;152;12;43;0;0;Mladá Vožice
CZ0317;3110;Hlavatce;552321;obec;Soběslav;3;3;1 936;380;61;70;1;4;Soběslav
CZ0317;3112;Hodětín;598992;obec;Tábor;3;2;1 887;98;10;31;1;0;Bechyně
CZ0317;3112;Hodonice;562904;obec;Tábor;1;1;947;131;14;28;2;0;Bechyně
CZ0317;3110;Chotěmice;552453;obec;Soběslav;1;1;516;111;13;23;1;3;Soběslav
CZ0317;3112;Chotoviny;552461;obec;Tábor;12;10;3 139;1 775;318;338;42;35;Tábor
CZ0317;3112;Choustník;552470;obec;Tábor;3;3;1 262;498;74;109;3;5;Tábor
CZ0317;3112;Chrbonín;563145;obec;Tábor;1;1;709;152;23;33;2;0;Chýnov
CZ0317;3112;Chýnov;552496;město;Tábor;5;5;3 051;2 480;441;466;77;40;Chýnov
CZ0317;3112;Jedlany;562963;obec;Tábor;1;1;421;78;16;24;0;0;Tábor
CZ0317;3112;Jistebnice;552534;město;Tábor;27;13;5 799;2 013;312;413;37;32;Jistebnice
CZ0317;3110;Katov;530042;obec;Soběslav;1;1;371;76;11;28;3;0;Soběslav
CZ0317;3110;Klenovice;563986;obec;Soběslav;1;1;657;644;118;93;18;7;Soběslav
CZ0317;3110;Komárov;599280;obec;Soběslav;1;1;860;124;19;31;0;1;Soběslav
CZ0317;3112;Košice;552585;obec;Tábor;3;2;1 399;775;140;160;11;7;Sezimovo Ústí
CZ0317;3112;Košín;562955;obec;Tábor;1;1;192;91;18;13;0;0;Tábor
CZ0317;3112;Krátošice;560634;obec;Tábor;1;1;299;103;10;24;0;2;Tábor
CZ0317;3112;Krtov;563030;obec;Tábor;1;1;456;163;29;23;1;3;Tábor
CZ0317;3112;Libějice;563544;obec;Tábor;1;1;295;123;17;28;2;3;Tábor
CZ0317;3112;Lom;563587;obec;Tábor;1;1;383;176;28;40;3;4;Tábor
CZ0317;3112;Malšice;552666;městys;Tábor;9;7;3 861;1 826;292;354;38;22;Tábor
CZ0317;3110;Mažice;562866;obec;Soběslav;1;1;552;123;13;35;3;0;Veselí nad Lužnicí
CZ0317;3112;Meziříčí;563234;obec;Tábor;1;1;575;168;36;36;2;2;Tábor
CZ0317;3110;Mezná;599255;obec;Soběslav;1;1;507;99;16;22;0;0;Soběslav
CZ0317;3112;Mladá Vožice;552704;město;Tábor;15;8;3 159;2 704;459;567;27;25;Mladá Vožice
